lablel,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,6,10,0,2,0,7,6,1,10,9,0,1,0,5,0,2,2,11,0,1,0,0,3,2,7,-1,0,0,0,4,2,2,4,-1,0,0,0,1,1,2,3,6,0,0,0,4,1,2,7,-3,0,0,0,2,0,2,1,6,0,0,0,2,2,2
2,0,9,0,2,0,4,9,1,-6,7,0,0,0,0,0,2,0,-1,0,0,0,3,2,2,-6,7,0,0,0,1,1,2,0,-1,0,0,0,0,2,2,-3,-1,0,0,0,2,0,2,-3,7,0,0,0,-2,3,2,0,-3,0,0,0,2,-1,2
2,8,7,0,2,0,-4,17,1,0,6,0,0,0,3,0,2,6,-2,0,0,0,-3,2,2,6,-4,0,0,0,1,2,2,-1,6,0,0,0,1,0,2,6,-3,0,0,0,-3,4,2,0,5,0,0,0,1,0,2,6,-2,0,0,0,-3,4,2
2,4,12,0,2,0,7,6,1,7,0,0,0,0,4,0,2,4,0,0,0,0,0,3,2,3,7,0,0,0,4,2,2,7,-2,0,0,0,0,0,2,1,8,0,0,0,4,1,2,7,-1,0,0,0,4,-1,2,0,7,0,0,0,0,3,2
2,6,6,0,2,0,3,10,1,-1,5,0,0,0,2,0,2,4,-2,0,0,0,4,0,2,1,-2,0,0,0,0,3,2,0,5,0,0,0,4,2,2,4,-4,0,0,0,0,0,2,-2,7,0,0,0,4,1,2,4,-3,0,0,0,4,-1,2
2,0,7,0,2,0,3,10,1,-3,9,0,1,0,-2,5,2,1,4,0,0,0,2,2,2,-6,6,0,0,0,0,3,2,0,-2,0,0,0,-1,3,2,-3,-2,0,0,0,1,1,2,-3,6,0,0,0,-3,4,2,0,-4,0,0,0,1,0,2
2,6,8,0,2,0,6,7,1,2,-1,0,1,0,5,-2,2,1,6,0,0,0,1,0,2,4,-4,0,0,0,5,1,2,-2,6,0,0,0,3,0,2,4,-2,0,0,0,3,2,2,-2,6,0,0,0,5,-1,2,4,-2,0,0,0,1,3,2
2,0,9,0,2,0,6,8,1,-5,7,0,0,0,7,3,2,0,0,0,0,0,0,4,2,-6,8,0,0,0,4,0,2,0,0,0,0,0,0,4,2,-3,0,0,0,0,4,3,2,-3,8,0,0,0,0,1,2,0,-2,0,0,0,4,2,2
2,9,1,0,2,0,1,10,1,7,2,0,1,0,-3,3,2,5,-1,0,0,0,1,2,2,7,-10,0,0,0,-2,1,2,1,1,0,0,0,1,1,2,7,-9,0,0,0,-1,0,2,1,0,0,0,0,-1,2,2,7,-8,0,0,0,1,-1,2
2,2,11,0,2,0,1,10,1,6,0,0,1,0,-3,-1,2,2,-1,0,0,0,1,0,2,1,6,0,0,0,-3,-1,2,5,-3,0,0,0,1,-3,2,-1,7,0,0,0,-1,0,2,5,-2,0,0,0,-1,2,2,-1,7,0,0,0,1,-1,2
2,6,10,0,2,0,3,10,1,8,4,0,0,0,-2,2,2,2,6,0,0,0,1,2,2,8,5,0,0,0,0,2,2,4,-1,0,0,0,-1,3,2,4,7,0,0,0,1,1,2,7,-3,0,0,0,-3,4,2,1,8,0,0,0,1,3,2
2,0,10,0,2,0,7,5,1,-6,8,0,0,0,4,-1,2,0,0,0,0,0,0,-2,2,-6,8,0,0,0,4,-3,2,0,0,0,0,0,0,-1,2,-3,0,0,0,0,4,0,2,-3,8,0,0,0,2,-1,2,0,-2,0,0,0,2,1,2
2,6,3,0,2,0,3,10,1,7,-8,0,0,0,1,3,2,1,-1,0,0,0,2,7,2,7,-8,0,0,0,0,3,2,4,-8,0,0,0,4,2,2,3,-1,0,0,0,1,1,2,7,-10,0,0,0,4,1,2,1,-1,0,0,0,4,-1,2
2,9,8,0,2,0,7,7,1,8,2,0,0,0,6,2,2,1,7,0,0,0,0,0,2,7,-3,0,0,0,4,3,2,1,6,0,0,0,0,1,2,7,-2,0,0,0,4,2,2,1,6,0,0,0,2,1,2,7,-2,0,0,0,2,3,2
2,6,8,0,2,0,4,9,1,2,-1,0,1,0,0,0,2,0,5,0,0,0,2,-2,2,4,-4,0,0,0,-2,0,2,-2,5,0,0,0,2,1,2,4,-2,0,0,0,2,-1,2,-3,5,0,0,0,-2,3,2,4,-2,0,0,0,2,-1,2
2,9,2,0,2,0,7,7,1,4,-8,0,0,0,6,2,2,3,-1,0,0,0,0,4,2,7,-10,0,0,0,4,3,2,1,-1,0,0,0,0,1,2,7,-8,0,0,0,4,2,2,0,-1,0,0,0,2,1,2,7,-8,0,0,0,2,3,2
2,0,9,0,2,0,4,9,1,-6,8,0,0,0,-2,3,2,0,0,0,0,0,2,1,2,-6,7,0,0,0,1,1,2,0,0,0,0,0,0,2,2,-3,0,0,0,0,2,0,2,-4,7,0,0,0,-2,3,2,0,-2,0,0,0,2,-1,2
2,6,10,0,2,0,11,1,1,7,-1,0,0,0,9,6,2,1,7,0,0,0,6,-7,1,7,-1,0,0,0,17,-9,0,4,-1,0,0,0,7,1,2,4,7,0,0,0,8,-15,2,7,-3,0,0,0,15,7,2,1,7,0,0,0,-6,9,1
2,28,24,2,4,0,36,22,1,-2,-4,2,5,0,40,24,0,17,0,-1,1,0,33,19,0,19,16,1,2,0,11,91,1,23,26,1,4,0,26,31,2,26,9,6,0,0,37,3,2,-5,-12,0,1,0,13,91,1,21,16,-1,2,0,26,48,0
2,2,7,0,2,0,5,7,1,-5,6,0,1,0,4,-2,2,0,-1,0,1,0,0,0,2,-6,6,0,0,0,4,1,2,0,-1,0,0,0,2,0,2,0,-3,0,0,0,2,2,2,-6,8,0,0,0,4,-1,2,0,-2,0,0,0,0,3,2
2,3,4,0,2,0,4,9,1,7,-2,0,0,0,0,2,2,1,-1,0,0,0,2,1,2,6,-8,0,0,0,2,0,2,6,-10,0,0,0,-2,3,2,0,1,0,0,0,3,0,2,6,-9,0,0,0,-2,3,2,0,0,0,0,0,2,2,2
2,5,10,0,2,0,3,10,1,9,8,0,1,0,4,-1,2,1,6,0,0,0,4,-1,2,7,5,0,0,0,0,3,2,4,5,0,0,0,4,2,2,3,7,0,0,0,0,0,2,6,-3,0,0,0,4,1,2,0,8,0,0,0,2,0,2
2,4,12,0,2,0,2,10,1,8,1,0,1,0,-4,2,2,4,0,0,0,0,0,2,2,3,7,0,0,0,0,0,2,7,-2,0,0,0,-4,4,2,1,8,0,0,0,0,0,2,7,-1,0,0,0,-4,4,2,1,8,0,0,0,0,3,2
2,4,-3,0,2,0,3,18,1,1,1,0,0,0,0,2,2,7,-2,0,0,0,4,-2,2,0,1,0,0,0,2,1,2,6,-7,0,0,0,2,3,2,0,1,0,0,0,4,0,2,6,-7,0,0,0,0,4,2,6,-9,0,0,0,4,3,2
2,6,5,0,2,0,6,7,1,8,0,0,0,0,7,2,2,1,2,0,0,0,1,4,2,7,-6,0,0,0,5,0,2,4,-6,0,0,0,0,3,2,4,2,0,0,0,4,2,2,7,-8,0,0,0,0,0,2,1,2,0,0,0,4,1,2
2,6,11,0,2,0,5,8,1,8,6,0,0,0,4,3,2,2,7,0,0,0,0,1,2,8,6,0,0,0,4,2,2,4,0,0,0,0,2,1,2,4,8,0,0,0,2,3,2,7,-2,0,0,0,4,0,2,1,8,0,0,0,0,4,2
2,6,3,0,2,0,7,6,1,10,1,0,1,0,2,7,2,1,0,0,0,0,0,3,2,7,-8,0,0,0,4,2,2,4,-8,0,0,0,1,1,2,4,0,0,0,0,4,1,2,7,-10,0,0,0,4,-1,2,1,1,0,0,0,0,3,2
2,6,3,0,2,0,7,8,1,8,-8,0,1,0,4,2,2,1,0,0,0,0,0,1,2,7,-8,0,0,0,4,4,2,4,-8,0,0,0,0,2,2,3,-1,0,0,0,4,3,2,7,-10,0,0,0,2,2,2,1,1,0,0,0,2,4,2
2,0,11,0,2,0,3,8,0,4,6,0,0,0,5,3,1,3,-2,0,0,0,0,0,1,-3,9,0,0,0,4,1,1,3,-1,0,0,0,4,0,1,-3,8,0,0,0,0,3,1,3,0,0,0,0,5,0,1,-3,8,0,0,0,0,3,1
2,-3,11,0,2,0,3,8,1,-5,11,0,1,0,4,2,2,0,-1,0,1,0,0,1,2,-6,7,0,0,0,4,1,2,0,0,0,0,0,4,0,2,-6,7,0,0,0,0,3,2,0,0,0,0,0,4,-1,2,0,-2,0,0,0,0,3,2
2,8,1,0,2,0,5,8,1,6,1,0,1,0,6,0,2,3,-1,0,0,0,0,2,2,6,-11,0,0,0,4,2,2,0,-1,0,0,0,2,1,2,6,-9,0,0,0,2,3,2,0,-1,0,0,0,4,0,2,6,-9,0,0,0,0,4,2
2,4,7,0,2,0,-4,15,0,2,8,0,1,0,2,-1,1,-1,6,0,0,0,-4,1,1,2,-4,0,0,0,0,1,1,-4,7,0,0,0,0,-1,1,2,-3,0,0,0,-4,3,1,-4,6,0,0,0,0,-1,1,2,-2,0,0,0,-4,3,1
2,6,6,0,2,0,4,9,1,-1,5,0,0,0,-1,4,2,5,4,0,0,0,2,1,2,2,4,0,0,0,1,1,2,2,5,0,0,0,0,2,2,4,-4,0,0,0,2,-1,2,-2,7,0,0,0,-2,3,2,4,-3,0,0,0,2,-1,2
2,2,6,0,2,0,4,9,1,-6,5,0,0,0,0,2,2,0,-2,0,0,0,2,-3,2,-7,5,0,0,0,0,0,2,0,-2,0,0,0,0,2,2,0,-4,0,0,0,2,-1,2,-6,7,0,0,0,-2,3,2,0,-3,0,0,0,2,2,2
2,0,11,0,2,0,3,9,1,0,8,0,0,0,5,3,2,3,-2,0,0,0,5,1,2,-3,8,0,0,0,0,4,2,3,-1,0,0,0,5,1,2,-4,7,0,0,0,0,4,2,3,0,0,0,0,4,3,2,0,0,0,0,0,0,1,2
2,2,6,0,2,0,3,10,1,-3,9,0,1,0,-2,5,2,0,-2,0,0,0,1,2,2,-3,-2,0,0,0,-1,2,2,-3,6,0,0,0,-1,3,2,0,-4,0,0,0,1,1,2,-6,6,0,0,0,-3,4,2,0,-2,0,0,0,1,0,2
2,6,10,0,2,0,3,8,1,8,5,0,0,0,4,-3,2,2,6,0,0,0,2,1,2,8,5,0,0,0,2,-2,2,4,-1,0,0,0,4,-1,2,4,7,0,0,0,0,3,2,7,-3,0,0,0,4,2,2,1,7,0,0,0,0,0,2
2,0,8,0,2,0,3,8,1,-6,7,0,0,0,4,1,2,0,-1,0,0,0,4,0,2,-6,6,0,0,0,0,3,2,0,-1,0,0,0,5,0,2,-3,-1,0,0,0,0,3,2,-4,6,0,0,0,4,2,2,0,-3,0,0,0,0,0,2
2,8,0,0,2,0,3,10,1,-1,4,0,1,0,0,3,2,4,-3,0,0,0,4,-1,2,1,-3,0,0,0,0,3,2,0,4,0,0,0,4,2,2,4,-5,0,0,0,0,0,2,-2,5,0,0,0,4,1,2,4,-4,0,0,0,4,-1,2
2,3,7,0,6,0,3,10,0,7,26,3,4,0,1,0,1,14,16,3,1,0,3,-2,1,-4,16,0,4,0,-1,0,1,3,12,1,3,0,3,1,1,0,2,0,5,0,1,0,1,2,9,4,0,0,1,2,1,2,2,1,3,0,3,-1,1
2,6,3,0,2,0,4,8,1,8,-3,0,0,0,2,1,2,2,-1,0,0,0,-2,4,2,7,-8,0,0,0,3,1,2,4,-8,0,0,0,-2,4,2,4,0,0,0,0,2,3,2,7,-10,0,0,0,-2,1,2,1,1,0,0,0,2,2,2
2,2,7,0,2,0,3,8,1,-3,10,0,1,0,2,2,2,1,0,0,1,0,4,0,2,-6,7,0,0,0,0,3,2,0,-1,0,0,0,4,0,2,0,-3,0,0,0,0,3,2,-6,8,0,0,0,4,1,2,0,-2,0,0,0,2,0,2
2,6,6,0,2,0,3,10,1,-2,5,0,0,0,0,-1,2,4,-2,0,0,0,4,-1,2,1,-2,0,0,0,0,3,2,0,5,0,0,0,4,2,2,4,-4,0,0,0,0,0,2,-2,6,0,0,0,4,1,2,4,-2,0,0,0,4,-1,2
2,0,9,0,2,0,3,9,1,-3,10,0,1,0,2,-1,2,0,-1,0,0,0,4,1,2,-7,6,0,0,0,0,4,2,0,-1,0,0,0,4,0,2,-3,-1,0,0,0,0,4,2,-4,6,0,0,0,4,3,2,0,-3,0,0,0,0,1,2
2,9,2,0,2,0,4,8,1,5,-2,0,0,0,0,1,2,4,0,0,0,0,0,3,2,7,-10,0,0,0,3,1,2,1,0,0,0,0,-2,4,2,7,-8,0,0,0,2,3,2,1,0,0,0,0,-2,1,2,7,-8,0,0,0,2,2,2
2,8,4,0,2,0,3,6,0,6,-8,0,0,0,4,-2,0,0,2,0,0,0,0,-1,2,6,-6,0,0,0,4,2,2,0,2,0,0,0,0,0,2,6,-6,0,0,0,4,1,2,3,-6,0,0,0,4,-1,2,3,2,0,0,0,0,3,2
2,6,11,0,2,0,6,20,1,8,0,0,1,0,3,14,2,1,8,0,0,0,6,4,0,7,0,0,0,0,7,2,1,4,0,0,0,0,12,3,2,4,8,0,0,0,-6,17,2,7,-2,0,0,0,1,18,1,1,9,0,0,0,19,2,1
2,17,1,0,5,0,5,101,1,26,2,1,1,0,17,63,1,41,5,2,-1,0,-2,129,0,52,16,1,-1,0,21,75,2,37,10,0,1,0,25,63,2,27,13,3,-1,0,15,52,2,-5,10,0,2,0,14,74,0,-11,27,1,2,0,-2,101,4
2,8,9,0,2,13,109,146,6,6,-2,0,0,0,0,-1,2,-1,6,0,0,0,2,-2,2,6,-1,0,0,0,-2,2,2,-1,6,0,0,0,2,1,2,6,-1,0,0,0,-1,0,2,6,-3,0,0,0,2,0,2,0,8,0,0,0,2,-1,2
2,9,2,0,2,0,5,8,1,10,1,0,1,0,4,-1,2,1,0,0,0,0,0,2,2,7,-8,0,0,0,4,2,2,1,-1,0,0,0,2,1,2,7,-8,0,0,0,2,3,2,7,-10,0,0,0,4,0,2,0,0,0,0,0,0,4,2
2,0,11,0,2,0,7,6,1,4,6,0,0,0,6,1,2,4,4,0,0,0,0,3,2,-3,9,0,0,0,4,2,2,3,-1,0,0,0,0,0,2,-3,8,0,0,0,4,1,2,3,0,0,0,0,2,0,2,-3,8,0,0,0,2,2,2
2,2,11,0,1,0,3,9,1,6,0,0,0,0,6,-1,2,-1,7,0,-1,0,4,0,2,5,-1,0,-1,0,0,4,2,5,-3,0,-1,0,4,0,2,-1,8,0,-1,0,0,4,2,5,-2,0,-1,0,4,3,2,-1,7,0,-1,0,0,1,2
2,5,11,0,2,0,7,6,1,7,5,0,0,0,7,2,2,0,8,0,0,0,0,3,2,6,0,0,0,0,4,-1,2,3,0,0,0,0,0,3,2,3,8,0,0,0,4,1,2,6,-2,0,0,0,2,0,2,0,9,0,0,0,2,2,2
2,9,1,0,2,0,6,9,1,7,2,0,1,0,4,2,2,4,0,0,0,0,0,5,2,7,-10,0,0,0,5,2,2,1,0,0,0,0,0,5,2,7,-9,0,0,0,4,4,2,0,-1,0,0,0,1,3,2,7,-8,0,0,0,4,3,2
2,2,8,1,4,0,1,15,1,0,5,0,3,0,5,2,2,2,15,0,3,0,0,5,2,-1,9,1,2,0,3,2,2,-4,9,-1,4,0,2,2,2,2,13,1,2,0,1,3,2,5,4,0,4,0,3,1,2,8,0,1,1,0,-1,4,2
2,4,11,0,2,0,3,10,1,10,9,0,1,0,-1,3,2,5,5,0,0,0,3,2,2,4,7,0,0,0,-1,1,2,7,-3,0,0,0,3,1,2,1,8,0,0,0,1,0,2,7,-2,0,0,0,1,2,2,1,7,0,0,0,3,-1,2
2,9,2,0,2,0,2,5,1,7,-10,0,0,0,3,-4,2,1,0,0,0,0,10,-2,0,7,-9,0,0,0,9,-3,0,1,-1,0,0,0,-2,4,1,7,-8,0,0,0,7,1,0,1,-1,0,0,0,7,6,0,7,-8,0,0,0,-1,9,0
2,6,6,0,2,0,7,6,1,-1,10,0,1,0,2,7,2,4,-2,0,0,0,0,3,2,-2,5,0,0,0,4,2,2,4,-2,0,0,0,1,1,2,4,-4,0,0,0,4,1,2,-3,6,0,0,0,4,0,2,4,-3,0,0,0,0,3,2
2,2,7,0,2,0,7,5,1,71,89,5,10,0,5,-1,2,-2,5,0,0,0,0,2,2,0,-4,0,0,0,4,1,2,-6,7,0,0,0,1,0,2,0,-3,0,0,0,4,0,2,-6,6,0,0,0,4,-2,2,0,-2,0,0,0,0,2,2
2,9,2,0,2,0,4,7,1,7,-10,0,0,0,-2,-3,2,1,-1,0,0,0,2,-1,2,7,-8,0,0,0,0,-2,2,0,-1,0,0,0,0,0,2,7,-8,0,0,0,2,-3,2,4,-8,0,0,0,-2,1,2,4,0,0,0,0,2,-3,2
2,0,11,0,2,0,2,8,1,1,7,0,0,0,3,1,2,4,4,0,0,0,4,0,2,-3,9,0,0,0,-1,3,2,3,-1,0,0,0,4,0,2,-3,8,0,0,0,-1,3,2,3,0,0,0,0,3,2,2,0,0,0,0,0,-1,0,2
2,6,3,0,2,0,3,9,1,10,2,0,1,0,5,2,2,2,-1,0,0,0,3,2,2,7,-8,0,0,0,2,3,2,4,-8,0,0,0,4,1,2,4,0,0,0,0,0,4,2,7,-10,0,0,0,4,0,2,1,0,0,0,0,0,4,2
2,9,2,0,2,0,3,10,1,10,0,0,1,0,0,3,2,2,-1,0,0,0,5,0,2,7,-8,0,0,0,0,3,2,1,0,0,0,0,4,2,2,7,-8,0,0,0,1,1,2,4,-8,0,0,0,4,1,2,4,0,0,0,0,4,-1,2
2,8,2,0,2,0,4,10,1,6,2,0,1,0,0,3,2,3,0,0,0,0,4,2,2,6,-10,0,0,0,1,1,2,0,0,0,0,0,4,1,2,6,-8,0,0,0,2,1,2,0,0,0,0,0,2,2,2,6,-8,0,0,0,4,-1,2
2,0,9,0,2,0,5,12,1,-3,10,0,1,0,8,3,2,1,5,0,0,0,4,6,2,-6,7,0,0,0,6,5,2,0,-1,0,0,0,6,3,2,-3,-1,0,0,0,2,7,2,-3,7,0,0,0,6,3,2,0,-3,0,0,0,2,7,2
2,8,3,0,2,0,7,7,1,6,-9,0,0,0,4,-1,2,0,2,0,0,0,0,3,2,6,-8,0,0,0,5,0,2,0,0,0,0,0,0,3,2,6,-7,0,0,0,4,2,2,0,0,0,0,0,0,0,2,6,-7,0,0,0,4,1,2
2,4,12,0,2,0,5,8,1,8,6,0,0,0,6,-3,2,5,6,0,0,0,4,0,2,4,8,0,0,0,4,2,2,7,-2,0,0,0,6,-1,2,1,9,0,0,0,2,3,2,7,-1,0,0,0,6,2,2,1,8,0,0,0,2,0,2
2,2,7,0,2,0,1,10,1,-6,6,0,0,0,-2,-1,2,0,-2,0,0,0,2,-1,2,0,-4,0,0,0,-2,3,2,-7,6,0,0,0,2,2,2,0,-3,0,0,0,-2,0,2,-6,6,0,0,0,2,1,2,0,-2,0,0,0,2,-1,2
2,-1,9,2,3,0,3,10,1,0,5,0,2,0,2,0,2,4,8,2,2,0,4,-1,2,-1,1,1,3,0,0,3,2,-2,14,2,0,0,4,2,2,0,9,1,2,0,0,0,2,1,0,0,2,0,4,1,2,-1,17,2,-1,0,4,-1,2
2,0,9,0,2,0,7,8,1,-5,6,0,0,0,4,0,2,0,-1,0,0,0,0,4,2,-6,7,0,0,0,5,1,2,0,-1,0,0,0,0,4,2,-3,-1,0,0,0,4,3,2,-3,7,0,0,0,0,1,2,0,-3,0,0,0,4,2,2
2,7,8,0,2,0,7,6,1,5,8,0,1,0,4,0,2,2,6,0,0,0,0,3,2,5,-4,0,0,0,4,2,2,-1,5,0,0,0,1,1,2,5,-2,0,0,0,4,1,2,-2,5,0,0,0,2,0,2,5,-2,0,0,0,2,2,2
2,9,3,0,2,0,4,9,1,4,-7,0,0,0,5,-2,2,4,1,0,0,0,3,1,2,7,-9,0,0,0,3,3,2,1,0,0,0,0,5,1,2,7,-7,0,0,0,1,4,2,0,0,0,0,0,5,1,2,7,-7,0,0,0,1,4,2
2,2,7,0,1,0,6,7,1,-3,10,0,0,0,2,7,2,0,-1,0,-1,0,0,3,2,-3,-1,0,-1,0,5,0,2,-3,7,0,-1,0,0,3,2,0,-3,0,-1,0,4,2,2,-6,8,0,-1,0,0,0,2,0,-2,0,-1,0,4,1,2
2,2,7,0,2,0,3,8,1,-6,7,0,0,0,5,2,2,0,-1,0,0,0,2,1,2,-3,-1,0,0,0,2,2,2,-3,7,0,0,0,5,0,2,0,-3,0,0,0,0,3,2,-6,8,0,0,0,4,2,2,0,-2,0,0,0,0,0,2
2,2,7,0,2,0,4,10,1,0,8,0,1,0,0,-1,2,-3,6,0,0,0,4,0,2,0,-4,0,0,0,0,3,2,-6,6,0,0,0,4,1,2,0,-3,0,0,0,2,0,2,-6,6,0,0,0,2,2,2,0,-2,0,0,0,4,-1,2
2,2,7,3,0,0,15,116,0,14,3,0,2,0,15,109,2,9,8,2,0,0,13,106,2,16,8,2,-1,0,-1,137,2,12,12,0,2,0,60,-5,2,28,8,3,2,0,30,93,3,-4,17,4,-1,0,10,106,2,19,-6,2,1,0,16,84,3
2,27,16,1,3,0,10,15,-1,1,3,1,3,0,-5,68,1,17,5,2,0,0,10,19,3,41,2,0,3,0,-14,74,2,1,2,3,1,0,3,7,3,2,4,2,2,0,0,65,3,-29,24,2,0,0,-5,64,2,-30,23,3,0,0,1,69,3
2,0,10,0,2,0,3,8,1,-6,8,0,0,0,-1,-3,2,0,0,0,0,0,3,-3,2,-6,7,0,0,0,-1,1,2,0,0,0,0,0,3,-1,2,-3,0,0,0,0,1,-2,2,-4,7,0,0,0,1,0,2,0,-2,0,0,0,3,-3,2
2,6,10,0,2,0,2,10,1,8,5,0,0,0,2,3,2,2,6,0,0,0,6,2,2,7,-1,0,0,0,-1,3,2,4,-1,0,0,0,3,2,2,4,7,0,0,0,0,1,2,7,-3,0,0,0,3,1,2,1,7,0,0,0,1,0,2
2,2,6,0,2,0,3,10,1,-3,9,0,1,0,-1,-1,2,0,-2,0,0,0,3,-1,2,-3,-2,0,0,0,-1,3,2,-3,6,0,0,0,3,1,2,0,-4,0,0,0,2,1,2,-6,6,0,0,0,1,2,2,0,-2,0,0,0,3,-1,2
2,9,2,0,2,0,7,6,1,8,-3,0,0,0,4,-1,2,1,0,0,0,0,0,3,2,7,-8,0,0,0,4,-1,2,0,-1,0,0,0,0,3,2,7,-8,0,0,0,4,1,2,4,-8,0,0,0,2,0,2,3,-1,0,0,0,2,2,2
2,9,10,0,2,0,4,10,1,8,-1,0,1,0,1,4,2,1,8,0,0,0,2,2,2,7,0,0,0,0,3,1,2,1,8,0,0,0,-2,4,2,7,0,0,0,0,3,1,2,4,0,0,0,0,-2,4,2,4,8,0,0,0,2,3,2
2,5,5,0,2,0,7,8,1,-2,7,0,1,0,6,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,-1,7,0,0,0,0,4,2,3,-2,0,0,0,4,3,2,-3,8,0,0,0,0,1,2,3,-1,0,0,0,4,2,2
2,2,6,0,2,0,7,6,1,-5,8,0,1,0,6,1,2,0,-2,0,0,0,2,-1,2,-3,-2,0,0,0,6,0,2,-4,5,0,0,0,4,-1,2,0,-4,0,0,0,4,1,2,-6,7,0,0,0,6,-2,2,0,-3,0,0,0,2,2,2
2,9,2,0,2,0,7,6,1,5,-7,0,1,0,5,1,2,5,4,0,1,0,0,3,2,7,-10,0,0,0,4,2,2,1,-1,0,0,0,1,1,2,7,-8,0,0,0,4,1,2,0,-1,0,0,0,2,0,2,7,-8,0,0,0,2,2,2
2,8,2,0,2,0,4,11,1,7,-9,0,1,0,2,4,2,-1,0,0,0,0,0,0,2,6,-9,0,0,0,2,2,2,-1,-1,0,0,0,-2,5,2,6,-8,0,0,0,2,1,2,3,-8,0,0,0,-2,5,2,3,0,0,0,0,2,3,2
2,0,10,0,2,0,6,8,1,-3,12,0,1,0,4,0,2,0,-1,0,0,0,0,4,2,-6,8,0,0,0,4,0,2,0,0,0,0,0,0,4,2,-3,0,0,0,0,4,3,2,-3,8,0,0,0,0,1,2,0,-2,0,0,0,4,2,2
2,8,7,0,2,0,4,9,1,3,9,0,1,0,-2,0,2,7,4,0,0,0,2,1,2,7,2,0,0,0,3,0,2,0,7,0,0,0,-2,3,2,6,-3,0,0,0,3,0,2,0,6,0,0,0,-2,3,2,6,-2,0,0,0,2,2,2
2,5,3,0,2,0,2,8,1,7,-8,0,1,0,5,-2,2,-1,-1,0,0,0,3,0,2,6,-8,0,0,0,-1,-1,2,3,-8,0,0,0,3,0,2,2,-1,0,0,0,-1,3,2,6,-10,0,0,0,3,2,2,0,1,0,0,0,-1,0,2
2,20,13,5,-1,0,4,8,1,6,0,0,2,0,5,-2,2,-3,12,1,-1,0,1,1,2,0,6,-1,2,0,5,1,2,0,12,1,2,0,5,-1,2,11,12,1,0,0,1,3,2,-3,14,-1,2,0,5,-1,2,6,9,-1,1,0,1,3,2
2,8,10,0,2,0,7,6,1,9,8,0,1,0,6,1,2,0,9,0,0,0,0,3,2,6,-1,0,0,0,4,2,2,0,8,0,0,0,1,1,2,6,0,0,0,0,4,1,2,3,0,0,0,0,2,0,2,3,8,0,0,0,2,2,2
2,2,7,0,2,0,7,6,1,-6,6,0,0,0,6,1,2,0,-2,0,0,0,0,-1,2,0,-4,0,0,0,4,-1,2,-6,7,0,0,0,0,3,2,0,-3,0,0,0,4,1,2,-6,6,0,0,0,2,0,2,0,-2,0,0,0,2,2,2
2,5,11,0,2,0,5,8,1,7,1,0,1,0,2,2,1,0,8,0,0,0,0,6,3,6,0,0,0,0,5,-3,3,3,0,0,0,0,2,2,3,2,7,0,0,0,6,-18,2,6,-2,0,0,0,-1,5,2,0,7,0,0,0,-2,4,5
2,5,10,0,2,0,6,10,1,9,8,0,1,0,0,2,2,0,7,0,0,0,2,-1,2,6,-1,0,0,0,4,0,2,3,-1,0,0,0,0,4,2,2,6,0,0,0,4,0,2,6,-3,0,0,0,0,4,2,0,7,0,0,0,4,3,2
2,2,6,0,2,0,5,6,1,-5,10,0,1,0,4,-1,2,0,-2,0,0,0,0,-2,2,-6,6,0,0,0,4,0,2,0,-2,0,0,0,2,-1,2,0,-4,0,0,0,2,1,2,-6,7,0,0,0,4,-2,2,0,-3,0,0,0,0,2,2
2,4,4,0,2,0,7,6,1,7,-8,0,1,0,7,2,2,0,-1,0,0,0,1,3,2,7,-8,0,0,0,4,2,2,7,-10,0,0,0,0,0,2,0,0,0,0,0,4,1,2,7,-9,0,0,0,2,0,2,1,0,0,0,0,2,2,2
2,2,7,0,2,0,4,10,1,-3,9,0,1,0,2,3,2,0,-2,0,0,0,1,4,2,0,-4,0,0,0,2,1,2,-6,7,0,0,0,-2,4,2,0,-3,0,0,0,2,1,2,-6,6,0,0,0,-2,4,2,0,-2,0,0,0,2,2,2
2,-8,16,3,1,0,20,7,0,0,7,1,4,0,5,2,3,1,3,2,0,0,1,12,1,-19,14,4,0,0,9,17,4,6,1,1,0,0,8,28,2,2,14,1,2,0,16,19,3,-6,19,2,1,0,13,47,2,11,9,2,0,0,22,25,3
2,35,12,1,3,0,6,6,0,43,17,1,4,0,2,3,0,33,18,2,2,0,2,-1,2,72,9,0,2,0,4,1,2,30,11,2,1,0,0,4,2,-11,26,0,4,0,4,0,2,-2,14,1,3,0,0,4,2,8,1,2,2,0,4,3,2
2,21,-5,1,3,0,5,10,1,-6,7,2,0,0,2,3,2,-4,12,3,1,0,6,-1,2,6,21,2,-1,0,2,3,2,-1,12,4,-1,0,6,2,2,7,6,5,-3,0,2,0,2,3,17,4,-2,0,6,1,2,4,11,0,2,0,6,-1,2
2,6,10,0,2,0,4,10,1,8,5,0,0,0,0,2,2,2,6,0,0,0,0,-1,2,7,-1,0,0,0,2,0,2,4,-1,0,0,0,-2,4,2,4,7,0,0,0,2,0,2,7,-3,0,0,0,-2,4,2,1,7,0,0,0,2,2,2
